# Lauricella6 Phase 6 hybrid packet profile; timing requires GM6_PACKET_PROFILE=1
SUMMARY lane case u candidates built accepted rejected quality_rejected build_failed max_depth endpoint_root_ms algebraic_geometry_ms log_derivative_ms pfaffian_recurrence_ms quality_tail_ms accepted_ms rejected_ms
ARC lane case u arc_index cell_index cell_lo cell_hi radial_center theta_lo theta_hi event_gap_ratio nearest_event_kind xi_min_divisor chart2 constructions built accepted rejected quality_rejected build_failed max_depth accepted_node_sum accepted_node_min accepted_node_max node_failed first_failed_R first_failed_packet_center first_failed_packet_lo first_failed_packet_hi first_failed_block_lo first_failed_block_hi first_failed_phase_error first_failed_packet_tail construction_ms fold_constructions fold_accepted fold_rejected fold_construction_ms fold_taylor_tail fold_moment_tail fold_pair_residual fold_v_center fold_v_side fold_v_ratio fold_event_radius fold_failure_reason
ARC jac_warm rand025 0.5 5 8 1.2134925313629041 1.2456446488624946 1.2295685901126994 5.3050705257702484 6.0882524631942134 0.5 3 0.00097279506706456065 0 22 22 11 11 11 0 11 64 1 32 0 nan nan nan nan nan nan nan nan 0.50027299999999997 0 0 0 0 inf inf inf 0.047176217280052488 0.043144933769428524 0.9145483944443229 1.2456446488624946 0
ARC jac_warm rand025 0.5 6 9 1.2456446488624946 1.245992653368144 1.2458186511153193 0.00054490233574363298 0.0013562737750660349 0.5 1 0.00081137141706648743 0 42 42 20 22 22 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.95041999999999982 1 0 1 0.39790500000000001 6.5905433183851672e-11 0.0015559596319163656 5.6061656706116882e-18 4.1145245502671495e-08 9.1896441981984902e-15 2.2334644224207681e-07 1.2456446488624946 6
ARC jac_warm rand025 0.5 7 9 1.2456446488624946 1.245992653368144 1.2458186511153193 5.3220182762727655 6.0716070140407794 0.5 1 0.0002392244559955052 0 22 22 11 11 11 0 11 64 1 32 0 nan nan nan nan nan nan nan nan 0.49403500000000006 0 0 0 0 inf inf inf 0.043090946104285321 0.043144932762972654 1.0012528538722887 1.2456446488624946 0
ARC jac_warm rand025 0.5 8 10 1.245992653368144 1.247310458738929 1.2466515560535365 0.00029387619905178882 0.0015907506658735782 0.5 4 0.001296874375939047 0 44 44 20 24 24 0 13 64 1 11 0 nan nan nan nan nan nan nan nan 0.99704700000000013 1 0 1 0.40073199999999998 0.11918769208521036 0.060134011517180529 1.0960358106704379e-17 1.0511776545482009e-07 3.4768876781966627e-14 3.3076118609951223e-07 1.247310458738929 6
ARC jac_warm rand025 0.5 9 10 1.245992653368144 1.247310458738929 1.2466515560535365 5.3231298454709934 6.0705119940884362 0.5 4 0.00051754639470608316 0 22 22 11 11 11 0 11 64 1 32 0 nan nan nan nan nan nan nan nan 0.50108500000000011 0 0 0 0 inf inf inf 0.042829712643036325 0.042619784351089492 0.99509853606311871 1.247310458738929 0
ARC jac_warm rand025 0.5 10 11 1.247310458738929 1.3314363343616575 1.2893733965502934 5.4133696557947051 5.9810375265938696 0.49999999999999867 1 0.00058682449197806853 0 44 44 20 24 24 0 13 64 1 11 0 nan nan nan nan nan nan nan nan 0.99674500000000021 0 0 0 0 inf inf inf 0.02438918752635244 0.042619781610245044 1.747486732151061 1.247310458738929 0
SUMMARY value_cold rand026 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_warm rand026 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_cold rand026 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC value_cold rand026 0.5 0 3 0.84380357500572289 0.84698084510667637 0.84539221005619969 5.5491237670248985 5.5717110115074018 0.49999999999998251 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.24101600000000001 0 0 2.0952422442072058e-16 4.1649966831912667e-05 1.6509299320409753e-11 3.9638205204428027e-07 0.84380357500572289 0
ARC value_cold rand026 0.5 1 8 1.1806625165893356 1.1851081995675383 1.1828853580784369 2.40752973113465 2.4301167370055756 0.49999999999997502 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.21041399999999999 0 0 1.311750958098424e-16 4.1649134110013392e-05 1.6875875764610177e-11 4.0519151538741919e-07 1.1806625165893356 0
SUMMARY value_warm rand026 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC value_warm rand026 0.5 0 3 0.84380357500572289 0.84698084510667637 0.84539221005619969 5.5491237670248985 5.5717110115074018 0.49999999999998251 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.216581 0 0 2.0952422442072058e-16 4.1649966831912667e-05 1.6509299320409753e-11 3.9638205204428027e-07 0.84380357500572289 0
ARC value_warm rand026 0.5 1 8 1.1806625165893356 1.1851081995675383 1.1828853580784369 2.40752973113465 2.4301167370055756 0.49999999999997502 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.24208299999999999 0 0 1.311750958098424e-16 4.1649134110013392e-05 1.6875875764610177e-11 4.0519151538741919e-07 1.1806625165893356 0
SUMMARY jac_cold rand026 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC jac_cold rand026 0.5 0 3 0.84380357500572289 0.84698084510667637 0.84539221005619969 5.5491237670248985 5.5717110115074018 0.49999999999998251 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.40473900000000002 0 0 2.0952422442072058e-16 4.1649966831912667e-05 1.6509299320409753e-11 3.9638205204428027e-07 0.84380357500572289 0
ARC jac_cold rand026 0.5 1 8 1.1806625165893356 1.1851081995675383 1.1828853580784369 2.40752973113465 2.4301167370055756 0.49999999999997502 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.39979300000000001 0 0 1.311750958098424e-16 4.1649134110013392e-05 1.6875875764610177e-11 4.0519151538741919e-07 1.1806625165893356 0
SUMMARY jac_warm rand026 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC jac_warm rand026 0.5 0 3 0.84380357500572289 0.84698084510667637 0.84539221005619969 5.5491237670248985 5.5717110115074018 0.49999999999998251 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.43629800000000002 0 0 2.0952422442072058e-16 4.1649966831912667e-05 1.6509299320409753e-11 3.9638205204428027e-07 0.84380357500572289 0
ARC jac_warm rand026 0.5 1 8 1.1806625165893356 1.1851081995675383 1.1828853580784369 2.40752973113465 2.4301167370055756 0.49999999999997502 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.39799899999999999 0 0 1.311750958098424e-16 4.1649134110013392e-05 1.6875875764610177e-11 4.0519151538741919e-07 1.1806625165893356 0
SUMMARY value_cold rand027 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_warm rand027 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_cold rand027 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC value_cold rand027 0.5 0 6 0.77485923965354575 0.79916334488988561 0.78701129227171562 1.5381775320348703 1.6696242133110577 0.49999999999999772 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.23158999999999999 0 6.9172544810725915e-18 2.0004816582434389e-16 0.0040583312475083646 1.5467054751580934e-09 3.8111858811616276e-07 0.77485923965354575 0
ARC value_cold rand027 0.5 1 11 1.2512391314473197 1.2904809801629109 1.2708600558051153 4.6806437748824203 4.8119686203889636 0.5 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.209951 0 1.725496782520115e-18 2.9336724120023745e-16 0.0040444157290301253 1.7478298974797977e-09 4.3215881219484268e-07 1.2512391314473197 0
SUMMARY value_warm rand027 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC value_warm rand027 0.5 0 6 0.77485923965354575 0.79916334488988561 0.78701129227171562 1.5381775320348703 1.6696242133110577 0.49999999999999772 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.209649 0 6.9172544810725915e-18 2.0004816582434389e-16 0.0040583312475083646 1.5467054751580934e-09 3.8111858811616276e-07 0.77485923965354575 0
ARC value_warm rand027 0.5 1 11 1.2512391314473197 1.2904809801629109 1.2708600558051153 4.6806437748824203 4.8119686203889636 0.5 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.232794 0 1.725496782520115e-18 2.9336724120023745e-16 0.0040444157290301253 1.7478298974797977e-09 4.3215881219484268e-07 1.2512391314473197 0
SUMMARY jac_cold rand027 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC jac_cold rand027 0.5 0 6 0.77485923965354575 0.79916334488988561 0.78701129227171562 1.5381775320348703 1.6696242133110577 0.49999999999999772 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.40259800000000001 0 1.5380886471244379e-16 2.0004816582434389e-16 0.0040583312475083646 1.5467054751580934e-09 3.8111858811616276e-07 0.77485923965354575 0
ARC jac_cold rand027 0.5 1 11 1.2512391314473197 1.2904809801629109 1.2708600558051153 4.6806437748824203 4.8119686203889636 0.5 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.397816 0 1.9238798284729264e-16 2.9336724120023745e-16 0.0040444157290301253 1.7478298974797977e-09 4.3215881219484268e-07 1.2512391314473197 0
SUMMARY jac_warm rand027 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC jac_warm rand027 0.5 0 6 0.77485923965354575 0.79916334488988561 0.78701129227171562 1.5381775320348703 1.6696242133110577 0.49999999999999772 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.39327899999999999 0 1.5380886471244379e-16 2.0004816582434389e-16 0.0040583312475083646 1.5467054751580934e-09 3.8111858811616276e-07 0.77485923965354575 0
ARC jac_warm rand027 0.5 1 11 1.2512391314473197 1.2904809801629109 1.2708600558051153 4.6806437748824203 4.8119686203889636 0.5 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.42890200000000001 0 1.9238798284729264e-16 2.9336724120023745e-16 0.0040444157290301253 1.7478298974797977e-09 4.3215881219484268e-07 1.2512391314473197 0
SUMMARY value_cold rand028 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_warm rand028 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_cold rand028 0.5 19 19 10 9 9 0 5 0.071802000000000005 0.13575599999999999 0.10040700000000004 0.110032 0.017945000000000006 0.22441099999999997 0.216863
ARC value_cold rand028 0.5 0 1 0.89141792838497136 0.89659785459052621 0.89400789148774873 6.2500208546821812 6.3019519934470054 0.49999999999998929 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.22251000000000001 0 2.5982861159529629e-18 2.8523892455384968e-18 0.00016857600897928962 6.5922489832887899e-11 3.9105499194127198e-07 0.89141792838497136 0
ARC value_cold rand028 0.5 1 6 1.1153243252681213 1.1154478212949042 1.1153860732815128 3.1292772984994355 3.1395102304970424 0.499999999999101 2 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.217525 0 0 1.1353001743614162e-17 6.5447542204405155e-06 1.3222879639126498e-12 2.0203783356491714e-07 1.1153243252681213 0
ARC value_cold rand028 0.5 2 7 1.1154478212949042 1.1216747405793808 1.1185612809371426 3.1084287469074576 3.1603587819630743 0.49999999999998218 2 7.9943723760508299e-09 1 19 19 10 9 9 0 5 64 3 11 0 nan nan nan nan nan nan nan nan 0.441274 0 0 0 0 inf inf inf nan nan inf nan 0
ARC value_cold rand028 0.5 3 8 1.1216747405793808 1.121805345661945 1.121740043120663 3.1292787150397818 3.1395088137057163 0.49999999999914996 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.21074300000000001 0 0 2.1277969119943024e-17 6.5411304353791789e-06 1.3207739967357687e-12 2.0191830904212899e-07 1.121805345661945 0
SUMMARY value_warm rand028 0.5 19 19 10 9 9 0 5 0.062797000000000006 0.13393900000000003 0.099995000000000028 0.11509500000000002 0.017649999999999999 0.22919400000000001 0.205542
ARC value_warm rand028 0.5 0 1 0.89141792838497136 0.89659785459052621 0.89400789148774873 6.2500208546821812 6.3019519934470054 0.49999999999998929 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.234713 0 2.5982861159529629e-18 2.8523892455384968e-18 0.00016857600897928962 6.5922489832887899e-11 3.9105499194127198e-07 0.89141792838497136 0
ARC value_warm rand028 0.5 1 6 1.1153243252681213 1.1154478212949042 1.1153860732815128 3.1292772984994355 3.1395102304970424 0.499999999999101 2 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.218806 0 0 1.1353001743614162e-17 6.5447542204405155e-06 1.3222879639126498e-12 2.0203783356491714e-07 1.1153243252681213 0
ARC value_warm rand028 0.5 2 7 1.1154478212949042 1.1216747405793808 1.1185612809371426 3.1084287469074576 3.1603587819630743 0.49999999999998218 2 7.9943723760508299e-09 1 19 19 10 9 9 0 5 64 3 11 0 nan nan nan nan nan nan nan nan 0.43473599999999996 0 0 0 0 inf inf inf nan nan inf nan 0
ARC value_warm rand028 0.5 3 8 1.1216747405793808 1.121805345661945 1.121740043120663 3.1292787150397818 3.1395088137057163 0.49999999999914996 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.209671 0 0 2.1277969119943024e-17 6.5411304353791789e-06 1.3207739967357687e-12 2.0191830904212899e-07 1.121805345661945 0
SUMMARY jac_cold rand028 0.5 19 19 10 9 9 0 5 0.062958999999999987 0.13505899999999998 0.100273 0.11015699999999999 0.017735999999999998 0.22404099999999999 0.207453
ARC jac_cold rand028 0.5 0 1 0.89141792838497136 0.89659785459052621 0.89400789148774873 6.2500208546821812 6.3019519934470054 0.49999999999998929 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.45480100000000001 0 1.3595738083144549e-16 2.8523892455384968e-18 0.00016857600897928962 6.5922489832887899e-11 3.9105499194127198e-07 0.89141792838497136 0
ARC jac_cold rand028 0.5 1 6 1.1153243252681213 1.1154478212949042 1.1153860732815128 3.1292772984994355 3.1395102304970424 0.499999999999101 2 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.39444899999999999 0 0 1.1353001743614162e-17 6.5447542204405155e-06 1.3222879639126498e-12 2.0203783356491714e-07 1.1153243252681213 0
ARC jac_cold rand028 0.5 2 7 1.1154478212949042 1.1216747405793808 1.1185612809371426 3.1084287469074576 3.1603587819630743 0.49999999999998218 2 7.9943723760508299e-09 1 19 19 10 9 9 0 5 64 3 11 0 nan nan nan nan nan nan nan nan 0.43149399999999999 0 0 0 0 inf inf inf nan nan inf nan 0
ARC jac_cold rand028 0.5 3 8 1.1216747405793808 1.121805345661945 1.121740043120663 3.1292787150397818 3.1395088137057163 0.49999999999914996 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.40575 0 0 2.1277969119943024e-17 6.5411304353791789e-06 1.3207739967357687e-12 2.0191830904212899e-07 1.121805345661945 0
SUMMARY jac_warm rand028 0.5 19 19 10 9 9 0 5 0.062432999999999995 0.13367900000000002 0.10006799999999999 0.11524100000000001 0.017550999999999997 0.22384499999999999 0.21040899999999998
ARC jac_warm rand028 0.5 0 1 0.89141792838497136 0.89659785459052621 0.89400789148774873 6.2500208546821812 6.3019519934470054 0.49999999999998929 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.42557499999999998 0 1.3595738083144549e-16 2.8523892455384968e-18 0.00016857600897928962 6.5922489832887899e-11 3.9105499194127198e-07 0.89141792838497136 0
ARC jac_warm rand028 0.5 1 6 1.1153243252681213 1.1154478212949042 1.1153860732815128 3.1292772984994355 3.1395102304970424 0.499999999999101 2 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.39820100000000003 0 0 1.1353001743614162e-17 6.5447542204405155e-06 1.3222879639126498e-12 2.0203783356491714e-07 1.1153243252681213 0
ARC jac_warm rand028 0.5 2 7 1.1154478212949042 1.1216747405793808 1.1185612809371426 3.1084287469074576 3.1603587819630743 0.49999999999998218 2 7.9943723760508299e-09 1 19 19 10 9 9 0 5 64 3 11 0 nan nan nan nan nan nan nan nan 0.43425399999999997 0 0 0 0 inf inf inf nan nan inf nan 0
ARC jac_warm rand028 0.5 3 8 1.1216747405793808 1.121805345661945 1.121740043120663 3.1292787150397818 3.1395088137057163 0.49999999999914996 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.43970799999999999 0 0 2.1277969119943024e-17 6.5411304353791789e-06 1.3207739967357687e-12 2.0191830904212899e-07 1.121805345661945 0
SUMMARY value_cold rand029 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_warm rand029 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_cold rand029 0.5 97 97 46 51 51 0 13 0.34471699999999983 0.69346599999999969 0.51631799999999994 0.5885450000000001 0.092231999999999967 1.0415859999999999 1.2206890000000001
ARC value_cold rand029 0.5 0 1 0.15011149444409802 0.15011266157031 0.150112078007204 6.2831843985351759 6.283192174086726 0.49999999998810946 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.215862 0 0 4.1067036059397054e-20 3.7787001176459311e-12 1.2950505082651052e-17 3.4272381187843525e-06 0.15011149444409802 0
ARC value_cold rand029 0.5 1 6 0.97760740008768887 0.99483532170968847 0.98622136089868873 6.1483191508434416 7.4094388227260746 0.49999999999999678 1 0.01365713110873148 0 44 44 20 24 24 0 13 64 1 11 0 nan nan nan nan nan nan nan nan 1.0296460000000001 1 0 1 0.21082899999999999 7.5082383647421976e-06 3.9317483624509094e-06 3.801705294533377e-09 0.12209760674706065 2.7176355646423297e-08 2.2257893803538894e-07 0.97760740008768887 6
ARC value_cold rand029 0.5 2 11 1.0052119422608765 1.0066351229529891 1.0059235326069329 3.2583423222756736 4.0032718837382877 0.49999999999992201 2 0.0078734519327736431 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.548655 1 0 1 0.237229 0 6.4790639649893394e-07 9.8868947154510716e-20 0.040239637428074564 9.085928092049133e-09 2.2579547612200959e-07 1.0052119422608765 6
ARC value_cold rand029 0.5 3 12 1.0066351229529891 1.0180008838893202 1.0123180034211545 2.9764051380523915 4.2972970902704581 0.49999999999999023 2 0.0070675800613944567 1 7 7 4 3 3 0 3 64 6 32 0 nan nan nan nan nan nan nan nan 0.15778700000000001 0 0 0 0 inf inf inf nan nan inf nan 0
ARC value_cold rand029 0.5 4 13 1.0180008838893202 1.0229317038455963 1.0204662938674582 3.2804859157889608 3.9962854390795153 0.5 2 0.0025014175351229483 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.52618699999999996 1 0 1 0.209426 0 1.0148518150190352e-06 2.9692504387475151e-20 0.037220958661808579 7.4425657739574945e-09 1.9995631605249627e-07 1.0229317038455963 6
SUMMARY value_warm rand029 0.5 97 97 46 51 51 0 13 0.33144300000000015 0.69280499999999967 0.53057300000000018 0.5870439999999999 0.091002999999999973 1.0669409999999997 1.1932390000000002
ARC value_warm rand029 0.5 0 1 0.15011149444409802 0.15011266157031 0.150112078007204 6.2831843985351759 6.283192174086726 0.49999999998810946 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.21607399999999999 0 0 4.1067036059397054e-20 3.7787001176459311e-12 1.2950505082651052e-17 3.4272381187843525e-06 0.15011149444409802 0
ARC value_warm rand029 0.5 1 6 0.97760740008768887 0.99483532170968847 0.98622136089868873 6.1483191508434416 7.4094388227260746 0.49999999999999678 1 0.01365713110873148 0 44 44 20 24 24 0 13 64 1 11 0 nan nan nan nan nan nan nan nan 1.0612150000000002 1 0 1 0.22767499999999999 7.5082383647421976e-06 3.9317483624509094e-06 3.801705294533377e-09 0.12209760674706065 2.7176355646423297e-08 2.2257893803538894e-07 0.97760740008768887 6
ARC value_warm rand029 0.5 2 11 1.0052119422608765 1.0066351229529891 1.0059235326069329 3.2583423222756736 4.0032718837382877 0.49999999999992201 2 0.0078734519327736431 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.51604700000000003 1 0 1 0.20974599999999999 0 6.4790639649893394e-07 9.8868947154510716e-20 0.040239637428074564 9.085928092049133e-09 2.2579547612200959e-07 1.0052119422608765 6
ARC value_warm rand029 0.5 3 12 1.0066351229529891 1.0180008838893202 1.0123180034211545 2.9764051380523915 4.2972970902704581 0.49999999999999023 2 0.0070675800613944567 1 7 7 4 3 3 0 3 64 6 32 0 nan nan nan nan nan nan nan nan 0.15781100000000001 0 0 0 0 inf inf inf nan nan inf nan 0
ARC value_warm rand029 0.5 4 13 1.0180008838893202 1.0229317038455963 1.0204662938674582 3.2804859157889608 3.9962854390795153 0.5 2 0.0025014175351229483 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.52510699999999999 1 0 1 0.21646000000000001 0 1.0148518150190352e-06 2.9692504387475151e-20 0.037220958661808579 7.4425657739574945e-09 1.9995631605249627e-07 1.0229317038455963 6
SUMMARY jac_cold rand029 0.5 97 97 46 51 51 0 13 0.3340820000000001 0.68900100000000009 0.52718399999999999 0.58023600000000009 0.093677999999999984 1.0714049999999999 1.1801490000000001
ARC jac_cold rand029 0.5 0 1 0.15011149444409802 0.15011266157031 0.150112078007204 6.2831843985351759 6.283192174086726 0.49999999998810946 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.42794399999999999 0 0 4.1067036059397054e-20 3.7787001176459311e-12 1.2950505082651052e-17 3.4272381187843525e-06 0.15011149444409802 0
ARC jac_cold rand029 0.5 1 6 0.97760740008768887 0.99483532170968847 0.98622136089868873 6.1483191508434416 7.4094388227260746 0.49999999999999678 1 0.01365713110873148 0 44 44 20 24 24 0 13 64 1 11 0 nan nan nan nan nan nan nan nan 1.0011880000000002 1 0 1 0.39274700000000001 0.0005750471083284716 1.472044802664394e-05 3.801705294533377e-09 0.12209760674706065 2.7176355646423297e-08 2.2257893803538894e-07 0.97760740008768887 6
ARC jac_cold rand029 0.5 2 11 1.0052119422608765 1.0066351229529891 1.0059235326069329 3.2583423222756736 4.0032718837382877 0.49999999999992201 2 0.0078734519327736431 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.56863299999999994 1 0 1 0.39254 0 1.3343304524009664e-05 9.8868947154510716e-20 0.040239637428074564 9.085928092049133e-09 2.2579547612200959e-07 1.0052119422608765 6
ARC jac_cold rand029 0.5 3 12 1.0066351229529891 1.0180008838893202 1.0123180034211545 2.9764051380523915 4.2972970902704581 0.49999999999999023 2 0.0070675800613944567 1 7 7 4 3 3 0 3 64 6 32 0 nan nan nan nan nan nan nan nan 0.158026 0 0 0 0 inf inf inf nan nan inf nan 0
ARC jac_cold rand029 0.5 4 13 1.0180008838893202 1.0229317038455963 1.0204662938674582 3.2804859157889608 3.9962854390795153 0.5 2 0.0025014175351229483 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.52370699999999992 1 0 1 0.39056800000000003 0 2.4355919342552623e-05 2.9692504387475151e-20 0.037220958661808579 7.4425657739574945e-09 1.9995631605249627e-07 1.0229317038455963 6
SUMMARY jac_warm rand029 0.5 97 97 46 51 51 0 13 0.34882099999999999 0.71402800000000033 0.54243799999999986 0.61668500000000004 0.092554999999999985 1.1097899999999998 1.2321159999999998
ARC jac_warm rand029 0.5 0 1 0.15011149444409802 0.15011266157031 0.150112078007204 6.2831843985351759 6.283192174086726 0.49999999998810946 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.39211000000000001 0 0 4.1067036059397054e-20 3.7787001176459311e-12 1.2950505082651052e-17 3.4272381187843525e-06 0.15011149444409802 0
ARC jac_warm rand029 0.5 1 6 0.97760740008768887 0.99483532170968847 0.98622136089868873 6.1483191508434416 7.4094388227260746 0.49999999999999678 1 0.01365713110873148 0 44 44 20 24 24 0 13 64 1 11 0 nan nan nan nan nan nan nan nan 1.0893870000000003 1 0 1 0.41242499999999999 0.0005750471083284716 1.472044802664394e-05 3.801705294533377e-09 0.12209760674706065 2.7176355646423297e-08 2.2257893803538894e-07 0.97760740008768887 6
ARC jac_warm rand029 0.5 2 11 1.0052119422608765 1.0066351229529891 1.0059235326069329 3.2583423222756736 4.0032718837382877 0.49999999999992201 2 0.0078734519327736431 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.51608399999999999 1 0 1 0.39744800000000002 0 1.3343304524009664e-05 9.8868947154510716e-20 0.040239637428074564 9.085928092049133e-09 2.2579547612200959e-07 1.0052119422608765 6
ARC jac_warm rand029 0.5 3 12 1.0066351229529891 1.0180008838893202 1.0123180034211545 2.9764051380523915 4.2972970902704581 0.49999999999999023 2 0.0070675800613944567 1 7 7 4 3 3 0 3 64 6 32 0 nan nan nan nan nan nan nan nan 0.15817000000000003 0 0 0 0 inf inf inf nan nan inf nan 0
ARC jac_warm rand029 0.5 4 13 1.0180008838893202 1.0229317038455963 1.0204662938674582 3.2804859157889608 3.9962854390795153 0.5 2 0.0025014175351229483 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.57826500000000003 1 0 1 0.39956999999999998 0 2.4355919342552623e-05 2.9692504387475151e-20 0.037220958661808579 7.4425657739574945e-09 1.9995631605249627e-07 1.0229317038455963 6
SUMMARY value_cold rand030 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_warm rand030 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_cold rand030 0.5 45 45 23 22 22 0 11 0.14824800000000007 0.32509300000000002 0.23691099999999993 0.27375600000000011 0.041110999999999995 0.51994200000000013 0.5174979999999999
ARC value_cold rand030 0.5 0 1 0.40303911250335123 0.40304294448939437 0.4030410284963728 6.2831794869807336 6.2831890050747496 0.5 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.22433 0 0 2.3502952603825501e-20 5.662132106183021e-12 5.9097537731425849e-18 1.0437329370484242e-06 0.40303911250335123 0
ARC value_cold rand030 0.5 1 6 0.81190863181850592 0.81469056521971595 0.81329959851911093 6.273026111371542 6.2896400182929098 0.5 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.210257 0 0 3.1635901972482978e-20 1.7251596951812249e-05 6.8589620662696455e-12 3.9758418223126431e-07 0.81190863181850592 0
